BTTR,MULN,VIVK,ABVC,CODA,LINK,QUBT,BLFS,HROW,FPAY,SPCB,AYTU,PED,AIRI,INTZ,ESSA,BTCS,MIGI,OGEN,QRHC,ACAD
0,0,0,0,0.077000006,0,0,-0.090909084,-0.117647084,0,0,0,0,0,0,-0.002782821,0,0,-0.036144578,0.050000032,-0.048913061
0,0,0,0,-0.001857002,-0.105263688,0,0.099999991,0,0,0,0,0,0,0,0.01395349,0,0,-0.0625,0,0.011428561
0,-0.35,0,0,-0.088372104,0,0,0.090909084,0.133333365,0,0,-0.642857147,0.375000009,0,0,0.044036483,0,0,0.333333333,0.015873,-0.08474575
0,0,0,0,0.020408161,0,0,0,0,0,0,0,0,0,0,-0.055360088,0,0,-0.183333333,-0.015624985,-0.030864168
0,0,0,0,0.175000006,0,0,0.416666779,-0.117647084,0,0,0,0.181818219,0,0,0.018604431,0,0,-0.020408163,0.015873,0.025477682
0,0,0,0,-0.021276576,0.000588508,0,-0.117647141,0.083333333,0,-0.2,0,-0.07692309,0,0,0.01187215,0,0,0,0,-0.018633522
0,0,-0.905571292,0,0.034782605,0,0,-0.066666606,0,0,0,0,0.083333349,0,0,-0.018050439,0,0,0.041666667,-0.015624985,0.006329108
0,0,9.62499971,0,-0.042016838,0.005291043,0,-0.071428563,-0.030769201,0,0.666666667,0,0.153846181,0,0,-0.040441405,0,0,0,-0.015873076,-0.018867981
0,0,0,0,-0.035087717,0,0,0.076923067,0,0,0,0,0,0,0,-0.022988287,0,-0.006779641,0,0.032258112,-0.019230752
0,-0.230769231,-0.898039221,0,0,-0.005848261,0,-0.214285749,0.079365077,0,0,0,0,0,0,-0.002940708,0,0,0.004,0,0.026143844
0,0,0,0,-0.045454503,0,0,-0.090909084,0,0,0,0,0,0,0,0,0,0,-0.087649402,0.062500014,-0.012738917
0,0,0,0,-0.038095233,-0.058822966,-0.285714253,-0.099999991,0,0,0,1.800000034,0.666666616,0,-0.050000032,0.03933077,0,0,-0.126637555,-0.088235348,0
0,0,0,0,-0.039603955,0,0,0,-0.07352941,0,0,0,0,0,0,0.033112481,-0.333333353,0,0.25,-0.016129017,0.032258112
0,0.6,8.076923312,0,0.010309233,0,0,0,0,0,0,0,0,0,0,-0.009157404,0.500000044,0,0,0.114754147,0.03124997
0,0,0,0,-0.132653006,0,0,0.555555598,0,0,0,0,0,0,0,-0.023105368,0,0,0.04,-0.07352941,-0.024242401
0,0,0,0,0.05647054,0,0,-0.285714312,0.015873,0,-0.2,0,-0.040000007,0,0,-0.011352776,0,0,0.134615385,0,-0.049689467
0,0,0,0,-0.120267305,0,0,0,0,0,0,0,-0.5,0,0,-0.006698452,0,0,0.016949153,-0.047619076,0.026143844
0,0,0,0,0.012658281,0,0,0,0,0,0,0,0,0,0,0.052022782,0,0,-0.033333333,0.050000032,-0.038216599
0,0,0,0,0,0,0,0.30000006,0,0,0,0,0,0,0,-0.017399056,0,-0.010238928,-0.051724138,-0.095238153,0.039735141
0,0,0,0,-0.037500049,0,0,0.076923067,0,0,0,0,0,-0.043062238,0,-0.00186371,0,0,0,0.017543927,-0.031847178
0,-0.375,0,0,0.006493589,0,0,-0.285714312,0,0,0,0,0,0,0,0.003734716,-0.111111177,0,0,0.137930981,-0.013157882
0,0,0,0,0.095483781,0,0,0.400000051,0,0,0,0,2.720238123,0,-0.561403494,-0.003720819,0,0,-0.018181818,-0.015151501,0.00666666
0,0,0,0,-0.10482916,0,0,-0.071428563,0,0,0,0,0,0,1.239999962,-0.016807169,0,0,-0.018518519,-0.076923077,0.052980161
0,0,0,0,0.250000028,-0.125000573,0,0,0.015624985,0,0,0,0,0,0,-0.000949441,0,0,0,-0.166666667,0.0754717
0,0,0,-0.833333348,-0.15789476,0,0,-0.230769266,0,0,0,0,0,0.016666768,0,-0.013307874,0,0,0,0.160000038,-0.005847948
0,0,0,0,-0.062500047,0.178571901,0,0.199999983,0,0,0,0,0,-0.098360544,0,0.00770713,0,0,0,0.034482725,-0.0411765
0,0,0,0,0.06666672,0,0,0.166666726,0,0,0,0,0,0.018181643,0,0.006691818,0,0,0,-0.166666667,0.01840489
0,0,0,0,-0.162499983,0,0,-0.285714312,0.230769231,0,0,0,0,0,0,0.000949895,0,0,-0.003773585,0.060000038,0.018072344
0,0.5,0,0,0.194029826,-0.030302784,0,0,0,0,0,0,0,0,0,-0.004743834,0,0,-0.041666667,-0.056603808,0.02958577
0,0,0,0,0.059999951,0,0,0,0,0,0,0,-0.55,0,0,-0.015252739,0,0,0,-0.180000019,0.017241363
0,-0.2,0.078644053,1,-0.05660373,0,0,0,0,0,0,0,0,0,0,-0.012584593,0,0,0.177865613,0.195122002,0
0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,-0.392857115,-0.001960785,0,0,0.006711409,-0.142857198,0.011299424
0,0.083333333,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.558823542,0.00687623,0,0,-0.05,-0.047619004,0.005586587
0,-0.461538462,0,0,0,0,0,0,0.470588235,0,0,0,0,0,0,0.024390133,0,0,0.052631579,0.125,0.00555555
0,0,0,0,0,0.043749387,0,0,-0.24,-0.411764695,0,0,-0.166666667,0,0,-0.001904535,0,0,-0.1,-0.066666709,-0.005524857
0,0,0,0,0,0,0,0.400000051,0.063157935,0,0,0,0,0,0,-0.020992255,0,0,0,0.07142862,-0.011111101
0,0,0,0,0,0.005988341,0,0,-0.059405976,0,0,0,0.2,0,0,-0.009746938,0,0,-0.159259259,-0.111111111,0.005617972
0,0,0,0,-0.003749984,0,0,0,0,0,0,0,-0.333333333,0.087500029,0,-0.00196874,0,0,0.101321586,0.200000048,-0.005586587
0,0.428571429,0,0,-0.0012547,0.071428609,0,0,0.052631579,0,0,0,0,0,0,-0.007889315,0,0,0,0.083333251,-0.016853917
0,0,0,0,0.060301457,0,0,-0.071428563,0.010000038,0,0,0,0,-0.014778401,0,0.017892532,0,0,-0.06,-0.076923006,0.04000003
0,1.5,0,0,0,0,0,0.076923067,0.019801961,0,0,0,0,0,0,0.010742426,0,0,-0.008510638,0,-0.038461566
0,-0.2,0,3.850000004,-0.052132677,0,0,0,0.165048522,0,0.125,0,0.025,0,0,-0.010628253,-0.75,0,0.008583691,-0.041666725,0.097142833
0,-0.5,0,0,0,0.111110802,-0.333333333,0,0.25,0,0,0,0.019512208,0,0,-0.002929339,0,0,0,0,0.067708332
0,0.9,0,0.340206299,-0.202500021,-0.049999517,0,0,0,0,0,0,-0.043062213,0,0,0.003917611,0,0,0,0,0
0,0,0,0,0.018808829,-0.026316322,0,0,0.253333282,0,0,0,0,0,0,-0.00784326,0,-0.175862059,0,0,0.024390221
0,-0.052631579,0,0,0.461538467,0,0,0,-0.148936136,0,-0.055555556,0,0.025,-0.083333129,0,0.002964547,1,0,0,0.130434765,-0.0047619
0,-0.388888889,0,-0.692307719,0.157894671,-0.027026719,0,0,0.168750048,0,0,0,-0.014634171,0.103636223,0,0.00394089,0,0,0,-0.057692255,0.014354054
0,0,0,0,-0.05454545,0,0,0,-0.090909128,0,0,0,-0.009900965,-0.023064376,0,-0.016682919,0,0,-0.076595745,0,0.047169881
0,-0.090909091,0,-0.249999936,0.057692303,0,0,-0.071428563,0,0,0,0,0,0.0236089,0,0,2.500000199,0,0.138248848,0,-0.0045045
1,0.3,0,0,-0.136363587,0.1666666,0,0,0.029411765,0,0,0,-0.004999987,-0.003294874,0,0.000997886,-0.214285768,-0.828451882,0,0.040816287,0.104072405
0,0.153846154,0,0,-0.004210597,-0.095237836,0,0,0.057142857,0,0,0,0.005025113,0.004958489,0,-0.002991385,-0.090909056,4.780487552,-0.068825911,-0.098039218,0.131147511
0,0,0,0,-0.007399545,0,0.299999952,0.076923067,0,0,0,0,0,0,0,0.007000603,0.299999979,0,-0.043478261,-0.086956544,-0.050724676
-0.5,0.2,0.00172851,-0.166666723,-0.159744439,0,0,0,0,0,0,0,0,-0.019736734,0,-0.002979384,-0.384615391,0,0.018181818,0.07142862,0.026717624
0,0,-0.200000025,0,0,0,1.307692392,-0.214285749,0.005405426,0,-0.941176471,0,0,0,0,0.008963914,0.250000033,0,0,-0.044444402,-0.059479585
0,0,0,-0.200000014,-0.036755336,0,-0.566666683,0,0,0,16,0,0,0.006711372,0,0.021717928,-0.200000021,0,-0.107142857,-0.046511692,0
0,-0.277777778,0,0,0.052631573,0,0.538461595,0.181818245,-0.059139804,0,0,0,-0.2,0.015000078,0,0.020290101,0,0,0,-0.024390221,0.007905131
0,0.153846154,0,0,0,0,0,0,0.085714286,0,-0.176470588,0,0.25,0,0,-0.016098494,0.125000083,0,0.1,0.100000024,-0.00784313
0,0.2,0,0,0,0,0,0.307692333,0,0,0.214285714,0,0,0,0,-0.006737595,0,0,-0.022727273,-0.022727251,-0.023715393
1,0.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008721169,0,0,0.023255814,-0.069767483,-0.028340054
0,33.80000057,0,0,-0.020000019,0,0,-0.117647141,0.021052612,0,-0.058823529,0,0,0,-0.018867996,-0.015369962,0,-0.01265819,0,0,0.0333333
-0.5,-0.024137955,-0.642156847,0,0,0.052631044,0,-0.066666606,0,0,0,0,0,0,0,-0.007804768,0,0,-0.031818182,0.024999976,0.112903213
0,0.008245003,0.64383553,0,0,0,0,0,0.030927855,0,0,0,0,0.970443198,0,-0.004916658,0,0,-0.046948357,-0.048780442,-0.050724676
0,0,0,0,-0.031887725,0,0,0,0.055000019,0,0,0,0,0,0,-0.016798435,0,0,0.009852217,-0.025641062,-0.011450371
0,0.038551394,0,0,-0.050065881,0,0,0,0.421800922,0,-0.125,0,0,-0.416666613,0,0.012060672,0,0,0,0.052631592,-0.034749003
0,-0.002249703,0.120000048,0,-0.001386956,0,0,0,-0.059999975,0,0.142857143,0,0,0,0,0.007944158,-0.111111177,0,0,-0.024999976,-0.047999954
0,-0.095828659,0,-0.399999974,-0.027777774,0,-0.100000024,0.285714251,-0.109929089,0,-0.875,0,0,0,0,-0.004926112,0,0,0.024390244,0,0.029411735
0,-0.026184495,0,0.666666596,0,0,0,0.444444497,0,0,7,0,0,0,0,-0.008911134,0.125000083,0,0.023809524,-0.102564125,-0.020408143
0,0,0,-0.5,0.014285713,0,0,-0.230769266,-0.003984079,0,0,0,0,0,0,0.017982275,0,0,-0.023255814,0.114285742,0.004166663
0,-0.04097311,0,0,0,0,0,0.250000021,0,0,0,0,0,0,0,-0.004906775,0,0,0,0.025641001,0.01244812
0,0.001335104,0.428571462,0.100000026,-0.014084505,0,0,0.079999992,0,0,0,0,0.015000025,0,0,-0.001972506,0,0,0,0,0.045081923
0,-0.121333378,0,0,0.099999927,0,-0.611111107,-0.074074067,-0.2,0,0,0,0.113300515,-0.001428702,0,-0.008893171,0,0,-0.014285714,0,-0.027450955
0,-0.080424835,0,0,-0.088311639,0,0,0,0.05,0,0,0,0,0.001430746,0.057692346,-0.002991385,0,0,0.019323671,0,-0.032258034
0,0.031353099,0,0,0.038461492,0,0,0.120000022,0,0,-0.125,0,-0.115044288,0,0,0.010000369,-0.111111177,0,-0.028436019,-0.125,-0.054166712
0,-0.015999977,0,0,-0.039780466,0,1.571428547,-0.071428563,-0.095238095,0,0,0,0,0,0,-0.010891216,0,0,0.024390244,0.142857143,0.008810564
0,0.022764251,0,0,0,0,0,0.153846068,-0.078947368,0,0,0,0,0,0,0.019019275,0,0,0.019047619,-0.024999976,-0.048034889
0,0.03338627,0,-0.181818147,0,0,-0.555555537,-0.133333269,-0.085714286,0,0,0,0,0,0,-0.014734901,0,0,-0.065420561,0,0.077981575
0,0.001538451,0,0,0.00285713,0,0,0.038461501,-0.03125,0,0,0,0.15,0,0,-0.002991385,0,0,-0.075,-0.179487187,-0.034042522
4,-0.078340984,0,0,-0.00284899,0,0,0.259259329,0,0,0,0,0,0.000900641,-0.14545458,0.008000604,0,0,-0.027027027,0.093749984,0.035242257
0.6,-0.041666655,0.020833313,0,0,0,0.249999981,-0.029411835,0.006451638,0,-0.571428571,0,0,0,0,-0.004960556,0,0,0.055555556,0,-0.008510631
0.75,0.003478236,0,0,0.071428502,0,0,-0.030303002,0,0,0.833333333,0,-0.130434783,0,0,-0.002991385,0,0,0.042105263,0,-0.064377623
-0.357142857,0.012131728,0,0,0.128000015,0,0,-0.062500047,0.147435845,0,0,0,0,0,0,0.002000478,0,0,-0.065656566,0,0.041284363
-0.111111111,-0.015410947,-0.084693901,0,0,0,0,0.033333417,-0.078212271,0,0.090909091,0,0,0,0,-0.000998361,0,0,0.081081081,0.114285742,0.066079338
-0.125,0,0,0,0,0,-0.199999988,0,-0.024242401,0,0,0,0,0,0,-0.006992836,0,0,0,0,-0.049586827
0.142857143,0,-0.420289873,0,0,0,0,0.096774208,-0.012422407,0,0,0,0,0,0,-0.005030365,0,0,-0.05,-0.051282062,-0.026086932
-0.375,-0.104347874,0,0,-0.026004716,0,0,-0.117647141,-0.056603751,0,0,0,0.15,0,0,0.001011364,0.500000066,0,0,0.054054066,0.013392844
0,0.034951541,0,0,-0.065534006,0.050000232,-0.249999981,0,0,0,0,0,-0.130434783,0,0,0,0.666666637,0,0,0,-0.03964754
0.2,-0.013133221,0,-0.111111132,0.064935117,0,0,0.033333417,-0.026666641,0,0,0,0,0,0,0.004040347,-0.350000011,0,-0.047368421,0.025641001,-0.03211017
-0.5,0.043726248,0,0,-0.132926821,0,0,0.064516065,-0.027397299,0,0,0,0.05,0,0,-0.004024089,0.230769218,0,0.022099448,0.144999981,-0.080568648
0.666666667,0.001821481,0,0,0.157524583,0,0,-0.030303002,-0.021126774,0,-0.75,0,0,0,0.021276678,-0.040403954,0.187500058,0,0,0.004366808,0.005154634
-0.2,-0.009090948,0,0,-0.029161581,0,0.8333333,0.03124997,-0.064748176,0,4,0,0,0,0,0.026315809,0,0,0.054054054,0,-0.020512862
0,-0.073394496,0.557692408,0,0,0,0,0.030303105,0,0,0,0,0,0,0,0.014358619,-0.052631555,0,0.184615385,-0.086956544,0.183246089
0,0.005940665,0,0,-0.06132671,0,0,0.05882347,-0.007692337,0,0,0,0,0,0.041666625,-0.002022066,0.333333294,0,-0.155844156,0,-0.057522069
-0.25,0.007873959,0,0,-0.051999946,0,0,0.111111101,-0.031007723,0,0,0,0,0,0,0.00911873,0,0,0.025641026,0.276190566,0.009389662
-0.333333333,-0.003906222,0,0,-0.01547116,0,0,0.125000053,0,0,-0.066666667,0,0,0,0,0.002007675,-0.333333363,0,-0.06,0,0.032558107
-0.5,-0.019607926,0,0,0.14142856,-0.047619258,0,-0.022222276,-0.12,0,0.071428571,0,0,0,0,-0.003005896,-0.062499975,0,-0.042553191,-0.108208938,0.036036001
-0.999,-0.003999972,0,0,0,0,0.363636334,-0.113636335,0.100000035,0,0,0,0,0,0,-0.002010112,0.066666638,0,0.277777778,0,1.36086954
0,-0.130522078,0,0,-0.015018814,-0.09999975,-0.266666651,0.128205092,0,0,0,0,-0.047619048,0,0,0.007049173,0,0,-0.086956522,0,-0.053406993
0,0.050808348,0,0,-0.110546333,0,0,0,0.363636321,0,-0.466666667,0,0.05,0,0,0.010000369,0,0,0.066666667,-0.004184096,0.044747087
999.0000367,-0.015384631,0.786419737,0,0,-0.0333334,0,0,0.575757576,0,0.875,0,0,0,0,-0.010891216,0.125000083,0,-0.075892857,-0.01260513,-0.031657371
0,-0.191964317,-0.433310299,0,0,0.034482829,0.181818113,-0.136363587,-0.134615385,0,0,0,0,0,-0.34000001,0.003003244,-0.166666706,0,-0.009661836,0,-0.015384601
0,-0.033149094,0,0,0,0,0,-0.052631617,0,0,0,0,-0.047619048,0,0.515151537,-0.002994252,0,0,0.029268293,0,-0.023437478
-0.35,-0.028571468,0,0,0,0.111110802,0,0.027777751,-0.066666667,0,-0.066666667,0,0.75,0,0,-0.004004008,0.133333347,0,-0.028436019,0,-0.065999985
0,-0.044117668,0,0,0,0,-0.538461503,-0.054054004,-0.042857125,0,0.071428571,0,-0.428571429,-0.065713963,0,0.005024891,0,0,0,0.127659661,-0.004282651
0,0.046153869,0.829268264,0,-0.042857138,0,1,-0.142857198,0,0,0,0,0,0,0,0.005000363,0.11764707,0,-0.024390244,0.094339619,-0.021505355
0,0.032352962,-0.138000011,0,0.044776114,0,0,0.06666672,0,0,0,0,0,0.001528882,0,0,-0.052631555,0,0,0.103448256,-0.081318758
0,0.014244994,-0.195669006,0,0.14142856,0,-0.5,-0.062500047,0.069651721,0,0,0,0,0,0,0.014925267,0,0,0.125,0.053124949,0.059808615
0,-0.011235955,0,11.49999968,0,-0.09999975,0,0,0,0,0,0,0,-0.007633745,-0.34000001,-0.000985059,-0.111111177,0,-0.111111111,-0.020771494,0.130925603
0,-0.025568162,0.230769248,0,-0.095118909,0,0,0,-0.176744151,0,0,0,0,0,0.515151537,0.000986031,0.062500041,-0.487179494,0.025,-0.048484803,-0.045908185
0,0.014577238,0,0,0,0,0,-0.133333269,-0.011299478,0,0,0,0,0,-0.019999981,0.005911523,-0.176470574,0.25,0.195121951,-0.012738917,-0.004184096
0,0.00862071,0,-0.950000001,0.244813271,0,0,0,-0.028571429,0,-0.066666667,0,0,0,0.020408143,-0.003917661,0,0,-0.081632653,-0.038709642,0.02310917
0,-0.031339051,-0.015624985,0,-0.111111101,0,0,0.076923067,0,0,0,0,0.05,0,-0.1,0.033431386,0.285714307,0,0,-0.09060402,-0.008213545
0,0.026470567,0.174603199,0,0.123749992,0,0,-0.035714312,0.117647059,0,0,0,0.428571429,0,0.111111111,-0.008563102,0.055555529,0,0,0.029520267,-0.026915138
0,0.0057307,0,0,0,-0.111110901,0,0.074074067,0,0,0,0,-0.333333333,0.001538708,0,0.020153182,0,0,-0.088888889,-0.03584226,0.010638339
0,-0.085470124,-0.189189221,0,0,0,0,-0.068965511,0,0,0,0,0,-0.124424042,-0.019999981,0,-0.210526333,0,0.082926829,0.122676549,-0.050526268
0,0.059190055,0,0,0.001112342,0,0,0.074074067,0,0,0,0,0,0.122806888,0,-0.003762762,-0.133333347,0,0.009009009,0.013245021,0.008869171
0,0.002941156,0.083333389,0,0.055555598,0,0,-0.137931022,0.026315789,0,0,0,0,-0.037499951,-0.081632671,-0.007554282,-0.076923046,0,-0.0625,-0.022875796,0.002197748
0,0.011730206,-0.153846187,0,-0.221052647,0,0,0,0,0,0,0,0,-0.001623385,0.08888891,0.003805948,0,0,0,-0.030100306,-0.004385961
0,0.011594203,-0.036363602,0,0.079729726,0.124999735,0,0.360000065,0,0,0,0,0,0.040650362,0.020408143,0.003791406,-0.166666681,0,0.19047619,-0.020689717,-0.006607871
